Time,Source,Destination,Length,Protocol,TTL,Source Port,Destination Port,TCP Flags,Info,Time Delta
0.4868104805084566,192.168.1.10,192.168.1.20,1166,1,95,26682,36797,SYN,ICMP Echo Request,0.0
0.50290556650228,192.168.1.10,192.168.1.20,1499,1,91,19966,54834,SYN,ICMP Echo Request,0.01609508599382342
0.7654318173976578,192.168.1.10,192.168.1.20,900,6,52,58025,2923,SYN,TCP Port 58025 > 2923 [Data],0.26252625089537773
1.0412188716234803,192.168.1.10,192.168.1.20,1334,1,64,19455,57910,SYN,ICMP Echo Request,0.2757870542258225
2.1909040121114147,192.168.1.10,192.168.1.20,1170,17,107,3771,2291,SYN,UDP Port 3771 > 2291 [Request],1.1496851404879345
3.1325039822184286,192.168.1.10,192.168.1.20,1135,6,89,59343,32575,RST,TCP Port 59343 > 32575 [Data],0.9415999701070139
4.923433266562322,192.168.1.10,192.168.1.20,1084,17,53,60174,51704,SYN,UDP Port 60174 > 51704 [Request],1.790929284343893
5.113824883079071,192.168.1.10,192.168.1.20,161,17,120,1213,12418,SYN,UDP Port 1213 > 12418 [Request],0.19039161651674963
5.6098614191284355,192.168.1.10,192.168.1.20,506,17,80,65469,4580,SYN,UDP Port 65469 > 4580 [Request],0.49603653604936415
5.811043019043231,192.168.1.10,192.168.1.20,1278,17,122,20142,4914,SYN,UDP Port 20142 > 4914 [Request],0.20118159991479523
0.4868104805084566,192.168.1.30,192.168.1.40,5000,1,250,561,958,SYN,ICMP Echo Request,-5.324232538534774
0.50290556650228,192.168.1.30,192.168.1.40,2000,1,250,475,687,SYN,ICMP Echo Request,0.01609508599382342
0.7654318173976578,192.168.1.30,192.168.1.40,5000,6,1,59,958,RST,TCP Port 59 > 958 [Data],0.26252625089537773
1.0412188716234803,192.168.1.30,192.168.1.40,5000,1,1,511,563,SYN,ICMP Echo Request,0.2757870542258225
2.1909040121114147,192.168.1.30,192.168.1.40,2000,17,250,682,876,SYN,UDP Port 682 > 876 [Request],1.1496851404879345
3.1325039822184286,192.168.1.30,192.168.1.40,2000,6,2,476,567,RST,TCP Port 476 > 567 [Data],0.9415999701070139
4.923433266562322,192.168.1.30,192.168.1.40,5000,17,2,700,244,SYN,UDP Port 700 > 244 [Request],1.790929284343893
5.113824883079071,192.168.1.30,192.168.1.40,3000,17,1,976,832,SYN,UDP Port 976 > 832 [Request],0.19039161651674963
5.6098614191284355,192.168.1.30,192.168.1.40,5000,17,250,783,505,SYN,UDP Port 783 > 505 [Request],0.49603653604936415
5.811043019043231,192.168.1.30,192.168.1.40,5000,17,1,190,131,SYN,UDP Port 190 > 131 [Request],0.20118159991479523
